,district,CRIME_YEAR,CRIME_QUARTER,CRIME_MONTH,avg_quantity_crime_in_dist,cameras_in_district,R_avg_education_collegeor_above,G_avg_education_collegeor_above,B_avg_education_collegeor_above,warmth_education_collegeor_above,R_avg_family_size,G_avg_family_size,B_avg_family_size,warmth_family_size,R_avg_home_value,G_avg_home_value,B_avg_home_value,warmth_home_value,R_avg_income_household_med,G_avg_income_household_med,B_avg_income_household_med,warmth_income_household_med,R_avg_race_black,G_avg_race_black,B_avg_race_black,warmth_race_black,R_avg_race_white,G_avg_race_white,B_avg_race_white,warmth_race_white,avg_R,avg_G,avg_B,R_stddev,G_stddev,B_stddev,R_median,G_median,B_median,R_q25,G_q25,B_q25,R_q75,G_q75,B_q75,brightness_avg,dark_pixel_ratio,mean_white,mean_black,mean_black_hispanic,mean_hispanic,mean_amer_indian,mean_asian,pct_age_18_24,pct_age_25_44,pct_age_45_64,pct_age_18,pct_age_65_plus,mean_M,mean_F,mean_U,pct_petit_larceny,pct_harrassment_2,pct_assault_3_related_offenses,pct_grand_larceny,pct_vehicle_and_traffic_laws,pct_felony_assault,pct_miscellaneous_penal_law,pct_dangerous_drugs,pct_other_offenses_related_to_theft,pct_grand_larceny_of_motor_vehicle,pct_robbery,pct_burglary,pct_sex_crimes,avg_quantity_crime_in_dist_lag1,avg_quantity_crime_in_dist_lag2,avg_quantity_crime_in_dist_lag0,avg_quantity_crime_in_dist_lead1,pct_change_between_crime_months,mean_M_lag1,mean_F_lag1,mean_U_lag1,mean_M_diff,mean_F_diff,mean_U_diff,mean_white_lag2,mean_black_lag2,pct_age_18_24_lag1,pct_age_18_24_lag2,pct_age_45_64_lag1,pct_age_45_64_lag2,pct_age_18_lag1,pct_age_18_lag2,warmth_education_collegeor_above_lag1,warmth_family_size_lag1,warmth_race_white_lag1,warmth_income_household_med_lag1,warmth_home_value_lag1,avg_quantity_crime_in_dist_increased,brightness_avg_lag1,brightness_avg_lag2,white_crime_ratio,black_crime_ratio,male_female_ratio,youth_crime_ratio,crime_growth,brightness_growth,crime_vs_brightness_change,crime_decline,crime_lag_1,crime_lag_3,crime_growth_rate_1,crime_growth_rate_3,crime_ma_3,crime_ma_6,date_id,date_index,youth_ratio,elderly_ratio,distress_index,pct_violent_crimes,pct_property_crimes,violent_to_property_ratio
G_stddev,0.796251120208354,0.32454874105032216,0.0,0.0,0.0,0.8381501508477723,0.8984970151024749,0.875232914539721,0.8781688989296268,0.9086244016433648,0.8602905311473933,0.8703512175576565,0.8646759441900527,0.730278363933777,0.8731865674745071,0.8819316173767762,0.8530700512218469,0.7296283859366315,0.8607078198739995,0.8952122615495351,0.8835042269340151,0.7649230811340918,0.8756231600630351,0.706776229860596,0.7377102835762155,0.8528585452320709,0.7617915178355901,0.7207146355850687,0.8873506761511651,0.7528959364702936,0.9035063618680451,0.777472303347125,0.7567669676809535,0.975866361420386,1.0,0.9132411712420732,0.9138694943199632,0.8045878483008857,0.7865086362802663,0.9323468737404326,0.9233052172789034,0.920144088219283,0.6859941888114696,0.9010030058868022,0.6991078185493894,0.7574463391646847,0.8009350664005607,0.42964516022861027,0.30909165342477085,0.21677616742738204,0.27408078554837134,0.057632823332222194,0.21518425808185007,0.08567466442334483,0.0,0.0,0.0,0.0,0.22361032584794888,0.10780013225175368,0.11394880942884618,0.0721192759216145,0.0,0.04887523449315045,0.07336444498916704,0.19904025497927447,0.0,0.08000677238799987,0.2932064876506161,0.0,0.0,0.13670928869030818,0.0,0.0,0.06531729488937023,0.0,0.0,0.0,0.0924600336185315,0.2813862371585055,0.12422582694904065,0.05776095424276934,0.1798349416193335,0.32153094368096413,0.10242000735908906,0.2773418270958784,0.2539439649719202,0.0,0.09054559196977728,0.0,0.0,0.018966897262858436,0.12180615052623421,0.9078563185482141,0.7290573844375854,0.7515516677220838,0.7635492914129134,0.7404615389089653,0.0,0.7555819334388142,0.7533906588117208,0.29810070819845136,0.3231536033480383,0.21211565006749272,0.07338864290052025,0.0,0.2742392742972189,0.0,0.0,0.06534607384685182,0.0,0.09246001491536192,0.1160318311089452,0.0,0.0,0.0,0.0,0.0,0.0,0.40272818037182584,0.0,0.27952670249852163,0.1356093998124691
B_stddev,0.6290975155938088,0.40498913161031025,0.0,0.0,0.0,0.8605015001206621,0.8369425347823105,0.8921644507919787,0.8651042266489654,0.8890613364549924,0.852428211778385,0.8732233431890107,0.8780810406991194,0.7317452460419566,0.9192745737186752,0.8279974529627024,0.8659648015380089,0.7337468762287657,0.8414520827316194,0.8913227713706293,0.871137295993143,0.7720695608511116,0.8853859833332197,0.7631667269169066,0.7580856900430097,0.8537217386096716,0.7604153345413818,0.7063847564292094,0.8378961935487995,0.7406768879394815,0.9039772030815769,0.7599392299283217,0.7659860618770672,0.9251647973422702,0.9132411712420732,1.0,0.9134880234047991,0.7816865515307799,0.7038314365293078,0.9037123314971246,0.9086657176334094,0.8853114856392644,0.7234192426558451,0.8878064595005462,0.7465499969642965,0.7416885007023971,0.7119427606376025,0.2834365660572172,0.3555629623876152,0.2256317437608478,0.40538566581857655,0.10903250823789794,0.17873046688568997,0.14647433631103904,0.18932607021599665,0.17458619150226143,0.12897051300562615,0.0,0.23936905149492715,0.1002727650810048,0.0,0.0,0.08611578772422111,0.07598134524468919,0.10643052329554244,0.2122990758759078,0.0,0.14913113066738587,0.0,0.08329483180333391,0.0,0.19687226794942167,0.16785950837203578,0.0,0.1882527924383186,0.17343470550310885,0.0,0.0,0.13580278602182497,0.2820237604083841,0.12615496244019395,0.0,0.2844634065156928,0.0,0.0,0.19057837935366592,0.23911335836238168,0.08922620057130398,0.0,0.17860257075134195,0.11843410315234555,0.16555489444553576,0.1908812964728774,0.8887450618509031,0.7305369725143083,0.7402841968083538,0.7712133747221631,0.7315621783333148,0.0,0.740853233543524,0.7399010335251159,0.2001540571802198,0.2696177878908992,0.23732211899507677,0.13163777183673986,0.27016034681836587,0.24610044424191393,0.03873193994430083,0.2701602192032204,0.18823049296468772,0.20874035857691803,0.13580274259069597,0.24543258077542682,0.16656518175721674,0.29345114874707695,0.0,0.0,0.034161559734395316,0.0,0.2127901702928619,0.11762622024980196,0.16074356542193952,0.19949027223011973
R_median,0.798879216401083,0.45652736185990705,0.0,0.0,0.0,0.9038257099561772,0.8590596553625774,0.865747590085128,0.875109740480917,0.8793832611682518,0.8815955400636113,0.9183084454368691,0.9049035777849295,0.7653283679675315,0.9238606193180101,0.8681256897037002,0.8802607112613562,0.7241558482775563,0.8743757500929548,0.870685520691155,0.8735831957300221,0.8166551936860831,0.8988413334205765,0.7584852174761626,0.7770959451563679,0.8588800244842622,0.7394064846058769,0.7546733767000274,0.831038245622106,0.7492547424723314,0.9862565336781987,0.8789755567845451,0.8156484846982193,0.907292200465172,0.9138694943199632,0.9134880234047991,1.0,0.9132691371662356,0.8300827232109291,0.9715430538164513,0.958651840885413,0.9279418095940629,0.7980898921791489,0.8846094243681807,0.7578219014204505,0.8666229022792221,0.7956132233339671,0.33683660849810004,0.3117999162367516,0.18921034539166626,0.28563170858291065,0.053930760677825054,0.3851539157488442,0.03834302841018581,0.0,0.06736192783583671,0.0,0.0,0.20227459639820153,0.1559396189093501,0.13409351796341373,0.3118473835986477,0.10406738500960985,0.11839420857942376,0.17597881166221074,0.0,0.0,0.08341603084477756,0.0,0.0,0.0,0.17293393364342496,0.0,0.0,0.0,0.02325925973949716,0.0,0.0,0.0,0.18526533765199366,0.2012600671877487,0.01900069021587232,0.132746099141453,0.0,0.048528411919384326,0.23110328561112076,0.24416670646476715,0.0,0.13557739010118122,0.13451454349591432,0.0561681461935587,0.1587524598383707,0.16551510867669503,0.87858811139693,0.764586639087128,0.7483546097848643,0.8159628339430587,0.727995195424024,0.0,0.866321146266716,0.8662095071423372,0.2051765734014673,0.2870151581329367,0.2177758397470357,0.027303555646632754,0.17574278455115827,0.36530618592631964,0.0,0.17574273577077984,0.0,0.056380827012076536,0.0,0.0,0.0,0.15420079381797142,0.0,0.0,0.0,0.0,0.18852478914754356,0.0,0.20745461433405327,0.11798425627752866
G_median,0.5820419866087461,0.45497547019860235,0.0,0.0,0.0,0.7506766245213737,0.7558228567404974,0.7286548006962247,0.7557539845446033,0.7601109670742451,0.7500043419848071,0.7526524609391848,0.7342408529243497,0.8707690449586007,0.7487149513946569,0.7492179356242221,0.7523581957034989,0.7045424068298707,0.753978607089343,0.7692963952048051,0.767925911793556,0.8602282746261538,0.740026784358899,0.8739257845873748,0.8610856966758852,0.7392910074447333,0.712544746574031,0.8898237860629964,0.7284977444134632,0.7210295368537764,0.8839946045563781,0.9870081915004736,0.937267977718922,0.7807779541456127,0.8045878483008857,0.7816865515307799,0.9132691371662356,1.0,0.9707860713548104,0.8315249309453351,0.8735886115904716,0.8721344457236253,0.8921021380745991,0.7628791559404782,0.8397558920362821,0.9773422203324031,0.7525398844527231,0.23362137868499755,0.22985162288257066,0.10981347317051404,0.1763268928015811,0.07119698844392013,0.2495872947082825,0.0,0.0,0.13157437433907485,0.0,0.06496193533797867,0.15310036952504116,0.0,0.10838617424529384,0.0,0.0,0.11034184506598685,0.0,0.139632533583744,0.08140224584331329,0.0,0.1308519308543417,0.23018436752447444,0.06476778133412295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14504187828432732,0.0,0.08383776901611863,0.13644479604652368,0.0,0.016548556844601096,0.29214531310577685,0.348349559834704,0.0,0.12703282291449683,0.15949661265226317,0.18435605935460786,0.0,0.021805718711012067,0.7593080760709483,0.8703210733576746,0.7204548522734622,0.8594456067370804,0.7005807506467664,0.0,0.9771582519053285,0.9769492474602467,0.2478220376100237,0.19123936753957835,0.17930508042556934,0.0,0.044846215808541215,0.21279215359120854,0.0,0.044840925823362306,0.0,0.05885609002216976,0.0,0.0,0.16632257112645127,0.3564886867507445,0.0,0.18201138317273519,0.0,0.0,0.0,0.0,0.12095339377218631,0.0
B_median,0.5264514817720181,0.21633930733306167,0.0,0.0,0.0,0.7680293960217476,0.7213464205289587,0.7369612318237012,0.804441649664894,0.7371468933404135,0.7121058192986083,0.6946326032259975,0.785833729130061,0.8435166703212971,0.7286276202929718,0.7484437558995948,0.7249907722895594,0.7018141159167286,0.7549823337733725,0.7242821568163341,0.7069805568184209,0.8172185848606126,0.7965623777608285,0.8100465357409607,0.8722875869266827,0.7492736317257085,0.7040300562197966,0.9322239913135665,0.7554775298033557,0.7357434047200261,0.8294949507181425,0.9732150921759805,0.9618197078289306,0.7780183726145082,0.7865086362802663,0.7038314365293078,0.8300827232109291,0.9707860713548104,1.0,0.795315744139105,0.8238616782972533,0.935177246729553,0.9303764692200209,0.7621547818267522,0.8157337736869192,0.9733965769016768,0.76490278944744,0.13773232634592034,0.2099449047490072,0.09952566346632041,0.14349831350724332,0.0,0.2112589349481318,0.1859372889920998,0.0,0.0,0.0,0.0,0.15125755048387474,0.0,0.2249527804362106,0.10431692120246631,0.0,0.20454107634653804,0.0,0.0,0.022271774984817416,0.07397312819561719,0.1364894678544477,0.1908262165938968,0.10336793069693366,0.10374449594534227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12536082149958172,0.11970681682163874,0.18454748407235957,0.0,0.0,0.0,0.18783359758799162,0.1715470956028876,0.0,0.1986219361883845,0.0,0.3122325253531828,0.0,0.0,0.735425640695367,0.8420159985622062,0.7340847208455028,0.814933319883645,0.7078657265942587,0.0,0.9732985756526069,0.9731815783334714,0.17343293661583734,0.10917355909844623,0.0,0.0,0.044441305743827875,0.2158180431919185,0.0,0.04444557035214288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10261594901945689,0.0
R_q25,0.775497041415127,0.36611441268980505,0.0,0.0,0.0,0.8951430663090397,0.8529726858821375,0.8675208552456293,0.8679096871735352,0.8859618597398679,0.877272072297126,0.9089284337300075,0.8977649374173439,0.778944552265738,0.9181639831698658,0.878229739567194,0.874509401110656,0.7315579705906876,0.8577791012623001,0.8504439897125107,0.8744921723121429,0.8152485785295073,0.9127240924497938,0.7520338421040189,0.7760108312787334,0.8447260092391496,0.733447263024539,0.7687231635088823,0.8359734522867956,0.7444171359265679,0.9474153417487904,0.8360514702383952,0.8011720155878308,0.9409994702643951,0.9323468737404326,0.9037123314971246,0.9715430538164513,0.8315249309453351,0.795315744139105,1.0,0.9793231156443712,0.9199970960988243,0.7740553302259845,0.8999810705968938,0.7791161744676426,0.8379197267681681,0.81248388193195,0.35031631923718254,0.24376121118777336,0.2179011176329594,0.3569808670485915,0.07521298569886657,0.22455314164995283,0.11766333080627574,0.0,0.0,0.0,0.0,0.11956787157023616,0.0,0.06525039839962349,0.2691735650285431,0.1415968567668197,0.1008489745338264,0.0,0.08948730357025346,0.0,0.0,0.11552561784703391,0.0,0.03176782170282316,0.24659068846646245,0.08201288105219215,0.0,0.0,0.0,0.0,0.0,0.0,0.1997483339096008,0.0,0.0,0.18729520016260848,0.0,0.11002078492098127,0.23262870803554242,0.19830039699707971,0.0,0.15471314507287595,0.0,0.0,0.13613014978648913,0.14163771795744592,0.8851356091671772,0.7783676321008713,0.7435893323454443,0.8146164229080917,0.7129306633339129,0.0,0.8376902260209291,0.8376439537308089,0.21811393978880012,0.18519177222096733,0.06047231188629955,0.09097457000055448,0.0,0.3055884004224202,0.0,0.0,0.0,0.0,0.0,0.0,0.177585008294891,0.16302830001381277,0.0,0.0,0.11726060334949549,0.0,0.16185469408853306,0.0,0.21146430485780257,0.13264171671140235
G_q25,0.7058053445177965,0.5225408729104913,0.0,0.0,0.0,0.8695701659340612,0.8799552716976515,0.8583692058982507,0.8628464579572667,0.896763575839713,0.8785169543274209,0.9019837823665244,0.905685875593587,0.8032702039214836,0.8693432526699028,0.8757025927817874,0.8708233934074464,0.7697200491810131,0.8662779495862365,0.8644706990702682,0.8937990058375583,0.7665246715927952,0.9037600512392374,0.8031891435367368,0.8120981154339456,0.8753732637974322,0.7073852989480613,0.7721481740230214,0.8774917546100633,0.7673049098647154,0.9504276576951937,0.8539039734387022,0.8430420737420954,0.9340873395241837,0.9233052172789034,0.9086657176334094,0.958651840885413,0.8735886115904716,0.8238616782972533,0.9793231156443712,1.0,0.9422643211596873,0.7603349504225878,0.8832130062277077,0.7241038374622172,0.8512086924286182,0.8380536856551668,0.3607759008199832,0.2608502584709735,0.15159407345163683,0.2710684499701734,0.20847064489925446,0.2901033160535129,0.10981986042701128,0.0,0.23197464836114579,0.0,0.0,0.28234569847911584,0.0,0.18900532835051764,0.16065801931977988,0.048605959305004026,0.0,0.0,0.09100218034446556,0.02547188531770009,0.0,0.16314518680137047,0.0,0.0,0.16810340284386524,0.14866841149626375,0.0,0.0,0.0,0.0,0.0,0.0,0.2724207148073523,0.0,0.1280923499115015,0.24888316274133565,0.0,0.08913845716358165,0.26597091512904864,0.22482231493034355,0.0,0.1767602662471879,0.14832126333422807,0.14062666926060943,0.0,0.0,0.8964143154061409,0.8030526257854407,0.7670185463879509,0.7661252381950231,0.7617592392532818,0.0,0.8506840201393603,0.8501103453282074,0.22709803303373,0.2450903590371587,0.1083196793656767,0.0,0.0,0.4158876679951601,0.0,0.0,0.0,0.0,0.0,0.09583626013309594,0.18705805452313118,0.27158578083136087,0.0,0.0,0.1477923007855681,0.08289122974298038,0.21354140315859987,0.0,0.19549192100554583,0.0
B_q25,0.663431929553491,0.32454840697167453,0.0,0.0,0.0,0.8957600979812738,0.8594164092421845,0.8444095019482565,0.8818401927055334,0.904288443272168,0.8595035125548425,0.8423455745387011,0.8528946026887452,0.7361790237519941,0.8819116443519741,0.8867617657862006,0.8585432522484563,0.7278621799725921,0.8499378991090014,0.8825052724435316,0.897512278946448,0.7561678304844442,0.8819836290910429,0.7241609076513054,0.7317373340089882,0.8718276119161714,0.7143016307287579,0.7842443101198385,0.8633754368975446,0.7367011118988919,0.9163700976418571,0.8843446565988091,0.8707986775494335,0.934104245492947,0.920144088219283,0.8853114856392644,0.9279418095940629,0.8721344457236253,0.935177246729553,0.9199970960988243,0.9422643211596873,1.0,0.8069998796297364,0.8855883655049823,0.7035747167178477,0.8725646393823421,0.8192824843626375,0.3331528738293408,0.11416965394220945,0.0,0.17302950744265513,0.0,0.2096522949668415,0.1847418859290724,0.0,0.0,0.0,0.0,0.0,0.0,0.20081232654913256,0.0,0.0,0.0,0.0,0.05013987808832726,0.0,0.0,0.1291221871276238,0.06735972679017954,0.050024809520203675,0.1487609003077306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05937547490212209,0.18974819430594977,0.0,0.0,0.14832420785837339,0.25577166884737895,0.09420649564748933,0.044160688962314995,0.15396242999152895,0.0,0.15539797828512947,0.0179019844597327,0.0,0.9033099301543707,0.7347375273273183,0.7350245189995738,0.7540700545301395,0.7270611404512545,0.0,0.8722480081995602,0.8717391617220178,0.20317135014725002,0.0,0.0,0.0,0.0,0.414929769353217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18121365310091567,0.0,0.0,0.0
R_q75,0.5575294740884428,0.3732825748256802,0.0,0.0,0.0,0.7022124588824503,0.7137397498267231,0.7806205926830765,0.842020746776349,0.6836934282041451,0.7488510691389471,0.820855143914932,0.7760321727301811,0.8765614923511179,0.756887516784994,0.7193562794206414,0.7809123320794487,0.6815619668086981,0.7353040593934563,0.7253002230925514,0.749148205594646,0.8456774384340173,0.783197370928313,0.8148288549341274,0.835893672212174,0.760099464989454,0.6905025165227038,0.9116176231570028,0.7946011795235502,0.6610601840048518,0.7860152184945024,0.8928154038877416,0.8869082579243281,0.6829623198402992,0.6859941888114696,0.7234192426558451,0.7980898921791489,0.8921021380745991,0.9303764692200209,0.7740553302259845,0.7603349504225878,0.8069998796297364,1.0,0.9075039286594525,0.9247616577135018,0.9338101283805299,0.7291345048427418,0.23535036591894096,0.23588552687455414,0.0,0.2010615124890405,0.10533970783401382,0.20391594149689693,0.18652926594530328,0.08412346419730346,0.10426812238334139,0.0923827910043878,0.0,0.047502894309777714,0.0,0.21439540582034522,0.0,0.0,0.22816932981444144,0.0809657646798737,0.0,0.09433665170246076,0.18623585835299017,0.10995006557382792,0.24474789115506543,0.1450653956443937,0.06488793368813858,0.0,0.1218911556923918,0.16864196441851056,0.0,0.0,0.0,0.0,0.05645680709775337,0.0,0.18287904255748275,0.05414419067415495,0.0,0.0,0.25415199233194463,0.2844512518797618,0.06513072495943271,0.22546255981371258,0.11514426328722134,0.3239778485273522,0.10353278703675547,0.1254541097497797,0.682627650899811,0.8761171916168741,0.6604967754035161,0.8451397542364704,0.6876377088246858,0.0,0.9334224676424105,0.9329456087882589,0.14341410083093464,0.21924851714961405,0.0,0.1081343260877272,0.0,0.20970630516343813,0.0,0.0,0.16864210654789746,0.0,0.0,0.0,0.11686132838854377,0.41683450607741607,0.0,0.0,0.13942666905141815,0.0,0.06434702352794817,0.08313000586331033,0.08821157646257557,0.0343254343401163
G_q75,0.633305218216925,0.4872791327465149,0.0,0.0,0.11001337181480277,0.8783595638108689,0.8367441911252704,0.8975364469167795,0.887337008474123,0.8899749826018606,0.8655184413271885,0.905986998205436,0.8749912721630414,0.7781917088170213,0.8675396755605729,0.8838356277910135,0.8787729201277635,0.7437965889666668,0.8688756239273497,0.8917253746277453,0.8716082290586714,0.7505734249884565,0.8935945839862153,0.7305329002251786,0.7538005745295554,0.8923962614691059,0.7621330371368564,0.7370095663672384,0.9027314981244512,0.7146352163287074,0.8803872539370269,0.7467850370830194,0.8097681408095883,0.8564863150190264,0.9010030058868022,0.8878064595005462,0.8846094243681807,0.7628791559404782,0.7621547818267522,0.8999810705968938,0.8832130062277077,0.8855883655049823,0.9075039286594525,1.0,0.8852027380836417,0.7812616383094005,0.7394093710251864,0.31176267973089083,0.31105267726905134,0.044432074848931594,0.26302228476761264,0.0,0.0,0.0,0.24797855707034402,0.1924248229312954,0.023917364287817575,0.0,0.1264460881828143,0.05263724186481688,0.2572315280923181,0.040713303001677255,0.0,0.1657681142771776,0.0,0.0,0.09594371054251487,0.07176715148796715,0.26569902909598697,0.0,0.0,0.0,0.0,0.0,0.21938976398572893,0.09907691265655838,0.11000861072833178,0.08333590504388454,0.0,0.1549821295416414,0.0,0.2652555916268747,0.1246431224125949,0.21021884336243385,0.0,0.15045742677762325,0.18771216528710194,0.0,0.0,0.1813294560441034,0.14707548754246308,0.14027359162553737,0.1886317921114819,0.8897371155017612,0.7776593354539459,0.7138543326337901,0.7500409718476407,0.7385248319068762,0.0,0.7802730770887115,0.7791460931394781,0.07530277849484693,0.2329391623187404,0.0,0.04098802479047714,0.0,0.30754316775376456,0.0,0.0,0.21937931956607035,0.11505733670498908,0.0,0.16880116152414823,0.23886442611039976,0.34362212826356503,0.0,0.0,0.10590696536366871,0.0,0.27041258915713723,0.0,0.0,0.004338456483133967
B_q75,0.5465765589043986,0.5226273606085725,0.0,0.0,0.16916888662291704,0.7792781276095367,0.7563005642202224,0.7388629965941484,0.730205397668803,0.7288442018584202,0.772410717594427,0.7686606038817086,0.7260447497132388,0.8594848337232092,0.730400195118109,0.7597377826790999,0.7562565706847288,0.6774749228521578,0.7464619425448705,0.7996522138129258,0.7546853146823842,0.8472694310514876,0.7877509455200354,0.8472636915435683,0.8329706125524792,0.7239413179607159,0.7115906887248498,0.8739676759547917,0.7302735626568259,0.6771908653843174,0.7421003730214556,0.8326332013318928,0.9051103860141547,0.7288023445390212,0.6991078185493894,0.7465499969642965,0.7578219014204505,0.8397558920362821,0.8157337736869192,0.7791161744676426,0.7241038374622172,0.7035747167178477,0.9247616577135018,0.8852027380836417,1.0,0.8744814403093092,0.6725377938020177,0.16634827361863228,0.28840803092812195,0.16208197027223933,0.21462965576987197,0.0679420852218074,0.1480636556469199,0.07720610487297415,0.1316083920013128,0.0,0.11996175760973576,0.09863026829920696,0.15075337818035758,0.0,0.1131032845381987,0.04879232288239732,0.1246171559384665,0.20161824265163134,0.0,0.0,0.08751683652940144,0.17705152413440775,0.09220894706326398,0.1547059795974085,0.15480361650432878,0.0,0.10228512931512407,0.0,0.2897877291219248,0.0,0.1691687222428735,0.14166039873305952,0.0,0.12008397746187999,0.0,0.11231513779322272,0.15059481182075787,0.0,0.0,0.08037152369346687,0.3632456029895677,0.0,0.0,0.07433887520134494,0.0,0.09568228927812544,0.0,0.7281562184863316,0.8595000467428895,0.6775903337225038,0.8474221484614275,0.6835022918817628,0.0,0.8742921784043132,0.8740695892246241,0.0,0.22485249413491518,0.06616157120967114,0.040914569525265045,0.14979571285936427,0.15585749377442673,0.12443184435955597,0.1497578343115155,0.28978783383380996,0.14604377727751316,0.0,0.060320794198581947,0.19917398407916045,0.4538165248195788,0.0,0.25463975424843593,0.0,0.0,0.07787298478251348,0.0,0.17964751514059205,0.0
brightness_avg,0.580590700910016,0.34306062908785584,0.0,0.0,0.0,0.7680171496050988,0.7592274727339998,0.7619599996251328,0.7453104785929524,0.711624845810604,0.7689739485345606,0.7411078446954379,0.7508835965548436,0.8519966993855972,0.7800217446092508,0.7676046820960174,0.7997927346464504,0.670008367136036,0.7601214152989108,0.7148985935155667,0.7240273963039466,0.8605052764031207,0.7833328615780784,0.8315431643725254,0.8631284428745092,0.7419408262058768,0.7257773397268271,0.9025326582419119,0.7169979355138895,0.6811031856290599,0.8897390060508568,0.9952130093957419,0.9594149044148138,0.7744128512087659,0.7574463391646847,0.7416885007023971,0.8666229022792221,0.9773422203324031,0.9733965769016768,0.8379197267681681,0.8512086924286182,0.8725646393823421,0.9338101283805299,0.7812616383094005,0.8744814403093092,1.0,0.7580737085253569,0.1952744065242202,0.2147166063121972,0.18068313610807094,0.1885188110935965,0.05722371489705829,0.15465559061953704,0.0,0.0,0.014226102432422083,0.0,0.0,0.14704238188330135,0.0,0.10596916426628723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0874005164500908,0.21351268539277926,0.06957717489056858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16875967638891193,0.0,0.057812625617484674,0.0555051675530754,0.0,0.0,0.20661844443191216,0.3013489566193602,0.0,0.0,0.1078388853027622,0.1569765471542801,0.0,0.0,0.7098239570601176,0.8515324315562154,0.6798305142347174,0.8598184742393835,0.6738797526422313,0.0,1.0,1.0,0.235643875037953,0.19275094358007272,0.13066463656774868,0.0,0.0,0.210810113173991,0.0,0.0,0.0,0.06828132553784862,0.0,0.0,0.0,0.28052826926214,0.0,0.0,0.08805875714425623,0.0,0.0,0.0,0.0,0.0
dark_pixel_ratio,0.8693310847983031,0.4735194825277822,0.0,0.0,0.0,0.7273864671270971,0.7156554484702556,0.7171637897188035,0.7271458363043447,0.7863455645883523,0.7567234895299033,0.7514511716756553,0.7897308873556067,0.7371142031561497,0.7170213069642398,0.6771311817306224,0.7282884023879584,0.8416894741846385,0.7054179767075509,0.7394524799858874,0.7419457296256584,0.6877289772861246,0.727612081839741,0.7450195773079532,0.7358488862585274,0.6770112232228745,0.8195244371332555,0.7032060837136128,0.7136743369940729,0.8743747934637213,0.7986137614336857,0.7928553973468421,0.8217369789188973,0.8319491293833144,0.8009350664005607,0.7119427606376025,0.7956132233339671,0.7525398844527231,0.76490278944744,0.81248388193195,0.8380536856551668,0.8192824843626375,0.7291345048427418,0.7394093710251864,0.6725377938020177,0.7580737085253569,1.0,0.21674885987078654,0.0,0.12380721994586269,0.17576017374319483,0.0,0.01298077286940383,0.0,0.09356603485899505,0.1575286383006838,0.0,0.0,0.09749431563269459,0.0,0.1172969572480094,0.13250536265438784,0.03276523540078849,0.0,0.0,0.08066383636847246,0.0,0.0,0.0,0.11978804919267891,0.10799505794608291,0.0,0.1337868179473791,0.06975569132365957,0.0,0.0,0.0,0.0,0.0,0.06632437392248902,0.0,0.11350440105025927,0.133253892800107,0.0,0.0,0.15593929801845605,0.0,0.09446696009817979,0.09737351725311792,0.22919956714400072,0.1457886144291403,0.027898962449388793,0.12408292349611105,0.7861603604134808,0.7369146233160624,0.8744490748865901,0.686971455911864,0.8354979411153847,0.0,0.7575356973763787,0.7568677939067402,0.06241118707384616,0.0742204143476037,0.0,0.0,0.0,0.38116792858718,0.0,0.0,0.0,0.0,0.0,0.0,0.16089930147560874,0.2707673252250214,0.0,0.0,0.0,0.0,0.021369957089882312,0.0,0.11325189423253158,0.06932829742884318
