,district,CRIME_YEAR,CRIME_QUARTER,CRIME_MONTH,avg_quantity_crime_in_dist,cameras_in_district,R_avg_education_collegeor_above,G_avg_education_collegeor_above,B_avg_education_collegeor_above,warmth_education_collegeor_above,R_avg_family_size,G_avg_family_size,B_avg_family_size,warmth_family_size,R_avg_home_value,G_avg_home_value,B_avg_home_value,warmth_home_value,R_avg_income_household_med,G_avg_income_household_med,B_avg_income_household_med,warmth_income_household_med,R_avg_race_black,G_avg_race_black,B_avg_race_black,warmth_race_black,R_avg_race_white,G_avg_race_white,B_avg_race_white,warmth_race_white,brightness_avg,dark_pixel_ratio,mean_white,mean_black,mean_hispanic,mean_amer_indian,mean_asian,pct_age_18_24,pct_age_25_44,pct_age_45_64,pct_age_18,pct_age_65_plus,mean_M,mean_F,mean_U,pct_petit_larceny,pct_harrassment_2,pct_assault_3_related_offenses,pct_grand_larceny,pct_vehicle_and_traffic_laws,pct_felony_assault,pct_miscellaneous_penal_law,pct_dangerous_drugs,pct_other_offenses_related_to_theft,pct_grand_larceny_of_motor_vehicle,pct_robbery,pct_burglary,pct_sex_crimes,avg_quantity_crime_in_dist_lag1,avg_quantity_crime_in_dist_lag2,avg_quantity_crime_in_dist_lag0,pct_change_between_crime_months,mean_M_lag1,mean_F_lag1,mean_U_lag1,mean_M_diff,mean_F_diff,mean_U_diff,mean_white_lag2,mean_black_lag2,pct_age_18_24_lag1,pct_age_18_24_lag2,pct_age_45_64_lag1,pct_age_45_64_lag2,pct_age_18_lag1,pct_age_18_lag2,warmth_education_collegeor_above_lag1,warmth_family_size_lag1,warmth_race_white_lag1,warmth_income_household_med_lag1,warmth_home_value_lag1,avg_quantity_crime_in_dist_increased,mean_M_increased,mean_F_increased,brightness_avg_lag1,brightness_avg_lag2,pct_petit_larceny_lag1,pct_petit_larceny_lag2,pct_grand_larceny_lag1,pct_grand_larceny_lag2,pct_burglary_lag2,pct_sex_crimes_lag1,pct_sex_crimes_lag2,pct_robbery_lag1,pct_robbery_lag2,pct_assault_3_related_offenses_lag1,pct_assault_3_related_offenses_lag2,pct_felony_assault_lag1,pct_felony_assault_lag2,pct_vehicle_and_traffic_laws_lag1,pct_vehicle_and_traffic_laws_lag2,white_crime_ratio,male_female_ratio,youth_crime_ratio,brightness_growth,crime_vs_brightness_change,crime_decline,quantity_crime_pct_change
R_avg_family_size,0.7284822954113255,0.4527691001584611,0.0,0.0,0.038974327864394344,0.9009330605968383,0.9053624711418404,0.8911595163526467,0.924889224259103,0.9053452693275877,1.0,0.9535872796841993,0.8802488174043543,0.8613746465470421,0.8132863955898131,0.9075263059744384,0.9100428561148065,0.7706670239080209,0.9282553899499643,0.8850544199708162,0.9186560594156064,0.7789441949797187,0.8648218448783394,0.7654153833904901,0.8009317144699413,0.9478298605266355,0.7564373217369503,0.8303361301534685,0.9410450039259161,0.8128698409892623,0.7950269804460165,0.7285894698770063,0.3303244706327988,0.2781135565532066,0.3282734792327075,0.0,0.0,0.0,0.0,0.18043727970410267,0.06860312910426952,0.09831882735593242,0.0,0.1530332432336571,0.19462348969752566,0.1921118510982334,0.0,0.0,0.18231525402837548,0.0,0.0,0.0905637062593174,0.18574746792270008,0.1390856486006806,0.15202809457475377,0.21904629953114993,0.07298394608881571,0.0,0.08219208748346021,0.06991524119824162,0.03898210037061052,0.11508951130433703,0.0,0.13348001088154446,0.14726329412274322,0.0,0.1051821450216966,0.0,0.15630035783780216,0.2915836043211788,0.0,0.0,0.06351162228750215,0.13552463404009288,0.0,0.1371752682226203,0.9053447003204944,0.861344153726962,0.8129463211689761,0.7788222494584418,0.7707169617499704,0.0,0.0,0.0,0.7950708215481853,0.794924603850733,0.1484121908085567,0.11292378538634468,0.08305586943617516,0.14735672391249927,0.0,0.0,0.2395016209972896,0.21258900101895006,0.18751950663329517,0.3081664442210683,0.13399111590736312,0.0,0.12236924132487599,0.0,0.0,0.21873687083724802,0.13412064261487358,0.0,0.28033970452979967,0.0,0.0,0.0
G_avg_family_size,0.6954750080197277,0.3628433758766321,0.0,0.0,0.10588916548125894,0.8922234378596995,0.8973241292327698,0.8843185760113812,0.8892279728132115,0.8867418033384159,0.9535872796841993,1.0,0.9005120594549245,0.8098003091279226,0.8375467709802438,0.8880299176851169,0.9027492981080344,0.7474513872420335,0.8802587700639838,0.8665906196917481,0.8890933499206337,0.7834526428832055,0.8522367764903791,0.7325597009770458,0.7622231144000832,0.9260052571651087,0.7383381760511243,0.8071372023091594,0.9277784249549108,0.7555369349062803,0.7431234232248319,0.7411104211650688,0.3301646512442757,0.29952608559831484,0.23878383256196664,0.0,0.1273553229635511,0.0,0.0,0.0,0.22692084494898201,0.194362970554202,0.1141994683485522,0.0,0.10946952608011395,0.24827008971738107,0.12695916433435941,0.0,0.0,0.0,0.038173368974985945,0.045984678667282994,0.10766168107296141,0.09382837992023174,0.16168348237590882,0.09786345784657276,0.26390783672069246,0.0,0.1001126937700636,0.09453879049378247,0.10588534847272559,0.20832403965365673,0.23298774945832937,0.12252777686632614,0.12498486924758485,0.09606610682983333,0.0,0.0,0.1959721203812706,0.2494075849352182,0.0,0.0,0.0,0.0,0.208935678542355,0.1349614259122495,0.8867421655652962,0.8097139308592269,0.755621562218222,0.7834668144185097,0.7472090394522594,0.0,0.0,0.0,0.7431744558565163,0.7415872644967341,0.19846824835628316,0.20382876340738787,0.08824163384626382,0.1316391642394226,0.0917794037464698,0.0,0.08138634939069983,0.05612727129439069,0.0,0.2037990515800373,0.0,0.0,0.0,0.08862302262176432,0.09492378265485078,0.22670788462868446,0.21983470262762853,0.0,0.19370523798842934,0.0,0.0,0.0
B_avg_family_size,0.5513184334968962,0.4247060410935128,0.0,0.0,0.01069431676884525,0.8881339847332448,0.9403297113715122,0.9095512063659722,0.9246310241549602,0.9291008605840343,0.8802488174043543,0.9005120594549245,1.0,0.8424866552674757,0.8884338146023273,0.8862675657269997,0.9049405668494046,0.8426492713233728,0.9504838111137015,0.9083940265873874,0.9173957607268172,0.8579424990717505,0.926485533314012,0.8631767870267766,0.9002912977025388,0.8738156596669963,0.697174397462921,0.8194538210875661,0.9020540764137156,0.8510457722016487,0.7429397046889542,0.7938232729913275,0.3546229498576678,0.2608789400564041,0.2849198775332376,0.32903595484632814,0.12992818041523077,0.0,0.0,0.0,0.0871170919459514,0.08673857150073147,0.0,0.0,0.14664966001757054,0.1035615754751867,0.20171460399398616,0.0,0.17362104886125013,0.0,0.12096942565094447,0.20317096473551102,0.08528084099487439,0.11928404994879238,0.0,0.0,0.19415464184121753,0.053690369145454726,0.08300966394306585,0.18558727518556553,0.010691592166700703,0.0,0.0,0.0,0.15499114226720312,0.19697484816342772,0.1628278339812772,0.0,0.25157514903102524,0.21896611822360035,0.0,0.0,0.0,0.13337664330292923,0.0,0.050883947941521145,0.9291005869787203,0.8424986735330126,0.8509871019367677,0.8579197347084067,0.8427713357396047,0.0,0.0,0.0,0.7430420026561746,0.74202130367918,0.1860006559122301,0.21836169739131733,0.10758686984772985,0.13653932827418616,0.09375378279391179,0.0,0.0,0.05014137518298957,0.0,0.0,0.0,0.22682396052882237,0.13703841619484777,0.0,0.0,0.25315298729124286,0.0,0.05350426847572521,0.4819400198548343,0.0925382852888389,0.0,0.0
warmth_family_size,0.6939359135160053,0.2942313788381448,0.0,0.0,0.0,0.7265507833207365,0.8449024545508983,0.8560426715953161,0.8527814316024868,0.9016364381900976,0.8613746465470421,0.8098003091279226,0.8424866552674757,1.0,0.7116279974458134,0.745596141401253,0.8627936611988101,0.8655205941093967,0.8220260055655977,0.8026149978657434,0.8735096948127307,0.9810593887043635,0.7740052238935317,0.9103941255273501,0.9294728678519152,0.8226894022805743,0.7455284445332824,0.9058853480563721,0.8413626510475317,0.8767862199285374,0.8578951107500077,0.7437492197334062,0.2778301178412722,0.46766137474407293,0.37048177730159443,0.08439606625245206,0.17954359660029504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028912175268133715,0.06431151802804586,0.0,0.042858763133552996,0.0,0.0,0.0,0.0,0.09256353527440214,0.0,0.050948304719365185,0.06915428848139252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049986444340508085,0.0,0.0,0.07666843573593644,0.0,0.22378373243977168,0.4225078246308673,0.0,0.05992069987644033,0.09752255216382134,0.17154479903399464,0.0,0.0,0.9016229246340203,1.0,0.876762793946587,0.981058463281526,0.865448149477169,0.0,0.0,0.0,0.8578945644239074,0.8578832623589447,0.0,0.0,0.0,0.0,0.0,0.0,0.03100739391055778,0.0,0.0,0.14176869217226162,0.09903451515041535,0.10210707950524842,0.021446004149115835,0.0,0.0,0.2653641197122714,0.18835536936399874,0.09469495710600108,0.20165152011765639,0.002261958547390008,0.0,0.0
R_avg_home_value,0.7407401285259042,0.2700226794913815,0.0,0.0,0.17147598475386053,0.8527205828179152,0.8613309599988999,0.9195700480287902,0.8687300959130917,0.8968689951446188,0.8132863955898131,0.8375467709802438,0.8884338146023273,0.7116279974458134,1.0,0.9003280054021842,0.9325118795587847,0.802825482668355,0.8896158278533915,0.8753207348476137,0.8721426508291623,0.735428350427902,0.905781190890928,0.6868507867464899,0.7345927702009859,0.845126488414289,0.8444110353119372,0.7745445365039548,0.8804799715719616,0.8084384497473129,0.7698027856839973,0.7491644098708267,0.34249287979750576,0.24805289145535808,0.27990639759592045,0.20659456169999865,0.0752436421288734,0.0,0.2083403901838031,0.13864888118938246,0.0,0.0,0.2880385094206365,0.0524037759579349,0.0,0.0,0.0,0.12682153295814386,0.31411930343014277,0.0,0.0,0.15733935268936836,0.1726828115001147,0.21595685283635763,0.15760493840033946,0.30951681997853364,0.13444697328924257,0.10438147847965996,0.05892734145145338,0.19560855065680224,0.1714217182885855,0.2028476572357987,0.375223536197483,0.10539576602162462,0.14221903228548985,0.0,0.0,0.0,0.27516580490518633,0.19804364299039512,0.0,0.17964086237234436,0.18911546914593952,0.30638861416596314,0.0,0.047613475133122654,0.8968694145082774,0.7116839243002161,0.8084371313349875,0.7353948209251041,0.8027642445829944,0.0,0.0,0.0,0.7698239468358518,0.7680586894508875,0.18475181633962187,0.08443347715462471,0.31623257491261153,0.15680083984647022,0.0,0.1907524192916108,0.2441780325359675,0.21535519276113765,0.0,0.14716093716148904,0.12247255999277153,0.0,0.0,0.058828606631109455,0.06345964909109764,0.20515722597706898,0.0,0.12546513277095397,0.28719080756944404,0.09665672696942626,0.0,0.0
G_avg_home_value,0.670579595593285,0.4660592447587541,0.0,0.0,0.0,0.8791403406415305,0.9029573943194442,0.9009959097705194,0.8927491646735227,0.9259902887710498,0.9075263059744384,0.8880299176851169,0.8862675657269997,0.745596141401253,0.9003280054021842,1.0,0.9185437736344355,0.8322997902933768,0.8876250638495191,0.8770025727356815,0.8936634493335266,0.8052663811462007,0.8750649191394655,0.8028558593137736,0.8034326244353059,0.9388870111294182,0.7842082302842432,0.7874799967980712,0.9074267101433112,0.821054773403723,0.7598145402206495,0.663541695556635,0.40186334160775233,0.14697499319015375,0.26574466412553444,0.0,0.10630765411010543,0.02419559980180479,0.22465697679700306,0.06392996034733364,0.0,0.0,0.1930133984577104,0.07493868265344349,0.034929424589185736,0.0,0.07743643933580024,0.0,0.3009586447901675,0.0,0.0,0.0,0.0,0.2972490946642173,0.0,0.09078992122455032,0.11011060286759508,0.06524723062024716,0.0,0.0,0.0,0.16840320779255608,0.1286889236790136,0.1424619501003718,0.18057749620765712,0.15452438014595737,0.19472452382030864,0.2560482493685252,0.266205410246263,0.0,0.06647770699481592,0.1787210615178699,0.0,0.0,0.0,0.0,0.9259905298812532,0.7456184262054707,0.8209225101929953,0.8053250998842839,0.8322854448077105,0.0,0.0,0.0,0.7597901559518614,0.7591254197159688,0.0,0.0,0.238929883680901,0.09357037637388337,0.0,0.0,0.0,0.0,0.0,0.10255230458199742,0.0,0.0,0.0,0.0,0.0,0.37271502454263855,0.0,0.0,0.0,0.0,0.0,0.0
B_avg_home_value,0.7853112196278849,0.3786939943594541,0.0,0.0,0.0,0.8824587676567562,0.9017067667983844,0.953637200627456,0.961383486779233,0.958132007051422,0.9100428561148065,0.9027492981080344,0.9049405668494046,0.8627936611988101,0.9325118795587847,0.9185437736344355,1.0,0.7990457130895331,0.9031517840438728,0.9017623277298383,0.962521632086299,0.8844543991242373,0.8837339665566701,0.7658285450418225,0.8002999719109246,0.9397894550074494,0.7769694829935659,0.8348599391063736,0.9665478892008542,0.8270251765161323,0.810690981782938,0.7396966593439832,0.4201524615392223,0.299990448094521,0.27866985833419045,0.19866256398408685,0.18358991114297493,0.0,0.13552885877143842,0.10376627771435173,0.1977738222222926,0.088048908871313,0.0,0.0,0.0,0.0,0.0,0.0,0.16877565767126068,0.0,0.033272583887571386,0.0,0.15197797213508987,0.26998429979645994,0.0,0.0,0.0,0.0,0.0,0.09760100676740704,0.0,0.06656556166247282,0.0,0.0,0.0,0.0,0.0,0.0,0.31004374889388836,0.19688203628053594,0.0,0.0,0.14444136400686816,0.1852476720917098,0.20268902509285033,0.27191726879094164,0.958132252880004,0.8629742792461884,0.8270416973665228,0.8844403938266053,0.7990108112785418,0.0,0.0,0.0,0.8106177808676921,0.8098644850945117,0.05304893239171453,0.06849535282844622,0.12547150969349968,0.05566637460447697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06555726119074795,0.0,0.0,0.0,0.4203060850595204,0.1558481375460156,0.0,0.22347283796105735,0.0,0.0,0.0
warmth_home_value,0.860249504248845,0.31978799743606995,0.0,0.0,0.17913589256572168,0.7824138218224335,0.8451045543365429,0.8511728229096447,0.811142071962913,0.9021193428134244,0.7706670239080209,0.7474513872420335,0.8426492713233728,0.8655205941093967,0.802825482668355,0.8322997902933768,0.7990457130895331,1.0,0.8199888185253631,0.769964845920481,0.8004999290245121,0.877733154312841,0.8247236097220628,0.8421523438030952,0.8274629908383697,0.8045488373759535,0.8940925331641111,0.8133743470860606,0.8147238599587757,0.9906193684996992,0.6881345504353114,0.8500453593696229,0.2792089533025431,0.29461635138589537,0.25902182507830185,0.12219155244335414,0.11841394034316291,0.0,0.0,0.0,0.0,0.0,0.08698804568794467,0.0,0.1566703405200958,0.0,0.0,0.021551075823924036,0.16219824126853377,0.0,0.0,0.0,0.1372301513177465,0.12401480772487165,0.0,0.2669322224829474,0.0,0.0,0.1152748069152356,0.2224744311171761,0.17913608998335417,0.0,0.08992612336935853,0.17634276830561335,0.20649457178775857,0.1521346241661467,0.24428403663567483,0.0,0.36410313253916093,0.2407182709206227,0.14185217396342342,0.2107268683106938,0.10299678631199193,0.2021895450505207,0.0,0.0,0.9020810797406312,0.8654137892040897,0.9906231209505886,0.8776871397433611,1.0,0.0,0.0,0.0,0.688077381385902,0.6859392552530384,0.0,0.0,0.12530933115947837,0.0,0.0,0.12453168493142748,0.14006331212308454,0.23715347755182106,0.0,0.12208571888064179,0.16753256447535794,0.0501400875364148,0.12907571797681153,0.0,0.0,0.24578680800417288,0.08476544036272896,0.08574048469634271,0.0,0.0,0.09364213484047018,0.0
R_avg_income_household_med,0.7070657674142325,0.5389071747472022,0.0,0.0,0.1438977581357249,0.8863626832447441,0.962624436541511,0.8832835652906581,0.8878498123768795,0.9129432244371614,0.9282553899499643,0.8802587700639838,0.9504838111137015,0.8220260055655977,0.8896158278533915,0.8876250638495191,0.9031517840438728,0.8199888185253631,1.0,0.8957536789619369,0.9072425347430476,0.8202788108546478,0.9078489817813857,0.8018162753184904,0.8582825066029256,0.8970809414856437,0.7542524425103418,0.8459714460845645,0.907101965248909,0.8501606492403196,0.7761268114493329,0.7026545360016466,0.40569682342208313,0.28036726839844517,0.2850915843898977,0.22819374234391754,0.18338308154916297,0.13837237071583428,0.0,0.0,0.0,0.0,0.0,0.0,0.09923015790801114,0.10238337630905579,0.07524748822836937,0.0,0.0,0.15115092540514036,0.14457317819093418,0.13475516538859966,0.1999109982894112,0.10728977626114732,0.12417407063546335,0.0,0.0,0.0,0.17636929930754217,0.2016367723460296,0.14389222518086534,0.0,0.0,0.014044716857296604,0.21706003685212888,0.0,0.0,0.0,0.30473057483669164,0.2702930069790492,0.0,0.0,0.0,0.0,0.0,0.06715228561983,0.9129430258888827,0.8219654904916753,0.8501702458597019,0.8201592193052474,0.8200734912025629,0.0,0.0,0.0,0.7760732007551014,0.7741404586298019,0.19136701698477215,0.26386394333884455,0.12697404142326957,0.12124438958923184,0.0,0.0,0.0,0.21738611508927663,0.18456475915795617,0.18757977714238924,0.09364445426107197,0.03180611380131672,0.0,0.19015616766709742,0.19860861202789135,0.3733462382682799,0.0,0.0,0.377025773672692,0.0,0.0,0.04381175351335894
G_avg_income_household_med,0.7764008688353523,0.3454478164933994,0.0,0.0,0.0832783837250628,0.8692423751806052,0.8836207495443287,0.9403743512106234,0.9243918495745503,0.8944568572877633,0.8850544199708162,0.8665906196917481,0.9083940265873874,0.8026149978657434,0.8753207348476137,0.8770025727356815,0.9017623277298383,0.769964845920481,0.8957536789619369,1.0,0.9726628740599487,0.7879114918704752,0.8916747522058598,0.7943362021599087,0.7787976461653006,0.8849657319394307,0.7729740348691518,0.7584854524376713,0.9072512101158857,0.7992071035498598,0.739518670087104,0.7311912273512149,0.20515893805088797,0.3433242976445635,0.20898643109215279,0.26876463092369623,0.0,0.0,0.0,0.0,0.1430619796586475,0.07014631910476529,0.0,0.0,0.19322209632131138,0.26498827240610967,0.0,0.0,0.0,0.0,0.0,0.1408162359136483,0.28366649377979075,0.21753502400975797,0.12706764288869027,0.19972980659281153,0.0,0.0,0.08027069566372816,0.19874648185050822,0.08330687649022206,0.07009950671582772,0.0,0.0,0.1825321081827117,0.09236236158799252,0.2416610092725372,0.08528088293919206,0.16676601390504983,0.2275184994144461,0.046845926657265655,0.05642887582349336,0.0,0.18165087409207378,0.1291550387115922,0.22791345173652203,0.8944571538536682,0.8027093325665425,0.799231199990317,0.7877778329454127,0.7698970508633963,0.0,0.0,0.0,0.739485537482492,0.7394901170311005,0.22120142103703822,0.21926317043998386,0.0,0.0,0.0,0.0,0.0,0.1955503889518059,0.11383310335984317,0.0,0.0,0.0,0.0,0.09279673446435004,0.09248472806565083,0.21226539536065345,0.0,0.0,0.1456749544383403,0.0,0.0,0.0
B_avg_income_household_med,0.7044741753998999,0.307094890749564,0.0,0.0,0.05639385915464551,0.9024517255551915,0.8920778092539701,0.9488875379488347,0.9691172209998803,0.9473414163476427,0.9186560594156064,0.8890933499206337,0.9173957607268172,0.8735096948127307,0.8721426508291623,0.8936634493335266,0.962521632086299,0.8004999290245121,0.9072425347430476,0.9726628740599487,1.0,0.884382098583276,0.8991946942916424,0.8181937652153239,0.7930645928274762,0.9002423136206047,0.765548455454554,0.7822511171148433,0.9356921852297105,0.8190036318905057,0.7272935207200011,0.7482267841929503,0.30742043636277083,0.2726919655831938,0.24075040339341883,0.09524903194768138,0.12640831942301314,0.0,0.24881094861595374,0.07500674330260805,0.0437679260296049,0.09747257603164401,0.0,0.0,0.18805533811363784,0.22961240707352834,0.0,0.0,0.10652664282243178,0.0,0.04635505380546238,0.13625163852614763,0.2528866385538855,0.2347894702699679,0.12832200933381815,0.05833038093146823,0.0,0.0,0.07279399036083777,0.16068445095470235,0.05638435078708297,0.10008232637739596,0.10420510671200622,0.0,0.1962690935445415,0.20185504413009683,0.11690233717547426,0.0,0.19719984495083648,0.21832668872011857,0.14276595461739433,0.16400812690914462,0.0,0.10193712986826473,0.12219295870894045,0.19480439704399233,0.9473383673030988,0.8735111281222155,0.8188401415745741,0.8843562521000758,0.8004310391458016,0.0,0.0,0.0,0.7272848404657284,0.727125368381503,0.17495656136311752,0.17559446247080754,0.0,0.01630719584319415,0.0,0.08666287641323508,0.0,0.08961040838814552,0.0,0.17074716971297568,0.07962990405828302,0.05978662953102222,0.12063082425475939,0.0637835010599972,0.0710214732981648,0.28164928044082804,0.2288474670954797,0.0,0.08745013681450141,0.0,0.0,0.0
warmth_income_household_med,0.7067215798091623,0.25588518098828483,0.0,0.0,0.0,0.7565345558805076,0.8446843510320134,0.8436073706920764,0.8635324607192594,0.9386364202294905,0.7789441949797187,0.7834526428832055,0.8579424990717505,0.9810593887043635,0.735428350427902,0.8052663811462007,0.8844543991242373,0.877733154312841,0.8202788108546478,0.7879114918704752,0.884382098583276,1.0,0.76829212365361,0.9083072735464733,0.9289700089609377,0.8268663304409705,0.6911778835436966,0.9118732783199711,0.842719999458046,0.8776498873520506,0.860220269725474,0.689897453565322,0.33449213491545776,0.42149826769683296,0.3650973139704956,0.07634665492941274,0.15128164481443854,0.09053684606275103,0.0,0.0,0.09391287371543072,0.0,0.0410213352125833,0.0,0.0,0.1696655149247062,0.0,0.013824327173503622,0.0,0.0,0.15688117555167577,0.0,0.0735536218542934,0.0,0.0,0.10111893304521631,0.015017736669074529,0.0,0.0,0.08992105173979945,0.0,0.0,0.14876581785100465,0.11347155042328445,0.0,0.0984394190202573,0.13559766367571702,0.0,0.2983614242445838,0.3208685507666536,0.07135307717090003,0.09236708695058507,0.0,0.11324164606546303,0.05091406381223507,0.036783218288989436,0.9385777422591746,0.9810583929071103,0.8776139205107037,1.0,0.8776665139697997,0.0,0.0,0.0,0.8602194196792649,0.8604339431069881,0.10388284183262965,0.12127190481748171,0.0,0.08832943179309137,0.0,0.13334496608820462,0.14964126009586157,0.057403007754882544,0.020161346228470732,0.09184048758372018,0.028013287381682725,0.12632602679397711,0.055005386084860455,0.04025365337035939,0.03752649872293956,0.3016631478765767,0.15736996261104141,0.0,0.0,0.0,0.0,0.0
R_avg_race_black,0.7246014607417762,0.41627424303754823,0.0,0.0,0.06532924180040339,0.888941322501107,0.9011539120135709,0.9179059839306304,0.8866334416042035,0.9107739816293405,0.8648218448783394,0.8522367764903791,0.926485533314012,0.7740052238935317,0.905781190890928,0.8750649191394655,0.8837339665566701,0.8247236097220628,0.9078489817813857,0.8916747522058598,0.8991946942916424,0.76829212365361,1.0,0.7994884564613594,0.8328924996792009,0.9085379215221511,0.8101516021908494,0.8001816623718306,0.8821591950400314,0.8286861455676884,0.7501479329503237,0.7193571062631621,0.40828260568027624,0.35354970527615803,0.27951290240852084,0.0,0.21750660124289004,0.1959178344464101,0.12124450066237549,0.0,0.0,0.0,0.1915196231970306,0.056276705755584404,0.30679672106402894,0.1472609547161321,0.1303422630270712,0.0,0.31437961845601026,0.0,0.0,0.22945299464975122,0.0,0.2980294707707292,0.0,0.2583938259196398,0.0,0.0,0.0,0.16346723197991844,0.06534516761238716,0.0,0.08008888482606306,0.03864537061179454,0.28649632052680796,0.0,0.2241013926707097,0.0,0.3056837665791937,0.34907964332779284,0.10373107110955855,0.2034819098282721,0.12805529615703876,0.18347124788785013,0.0,0.07334084682368441,0.9107737914330303,0.7741557499318774,0.8288001258288877,0.768123425825609,0.8248400864473124,0.0,0.0,0.0,0.7501458559624645,0.7493432504952753,0.17469532966798207,0.15537497691559543,0.19854568595039201,0.054773637110327476,0.0,0.14618263242233379,0.17514347814383485,0.2355302131887705,0.04222540784286609,0.21785543735611176,0.14482872074514752,0.0,0.0,0.06994429889028445,0.0762443472332806,0.3324954922429524,0.0,0.15950578749450708,0.061444806057644054,0.20809989218744335,0.16080281334547683,0.0
G_avg_race_black,0.5616381861706875,0.16185511116365053,0.0,0.0,0.05065374548997391,0.7363878139254406,0.7903875996444495,0.7616305756310854,0.7836220091130432,0.8064858501490773,0.7654153833904901,0.7325597009770458,0.8631767870267766,0.9103941255273501,0.6868507867464899,0.8028558593137736,0.7658285450418225,0.8421523438030952,0.8018162753184904,0.7943362021599087,0.8181937652153239,0.9083072735464733,0.7994884564613594,1.0,0.9862430772150534,0.7537371932840926,0.6361375913190097,0.938328889744906,0.727558009066928,0.8653656050616786,0.8317082155772881,0.7500703467510093,0.26383443275260193,0.4720618383109519,0.4029146276202672,0.24289101965354054,0.13993614173178884,0.11767208086139312,0.0800062083831425,0.08291732874492025,0.0,0.0,0.0,0.0,0.21000779539395564,0.0,0.08357506876352115,0.0,0.10990241009646963,0.0,0.11815142919510598,0.10982716578355181,0.21247857804683118,0.10720127410456565,0.006092057213218799,0.0,0.09215222873215663,0.12047631964202245,0.1363676026396927,0.18260858351202305,0.050637078592761425,0.13397271461413388,0.11541013526688346,0.0,0.21629157363322637,0.08381553918509549,0.0,0.0,0.23093921829873573,0.3767533920674282,0.2569411068986227,0.0,0.06483442492341289,0.16544655947998355,0.0,0.0,0.8065319080098338,0.9103943197309005,0.8653514618996209,0.9083073101316534,0.8420991149115756,0.0,0.0,0.0,0.8317112600838537,0.8302310786165615,0.020542694248228504,0.1958256311030034,0.024432229941672035,0.1547532109663051,0.0,0.019524901022827876,0.0,0.0,0.0,0.04806480586616217,0.0753230655060255,0.236011646332757,0.0,0.0,0.0,0.14256316811995465,0.16416071567856974,0.0,0.0,0.10062234662992538,0.0,0.0
B_avg_race_black,0.6657239551494489,0.29717920605150977,0.0,0.0,0.0,0.759622059326882,0.8342208657256232,0.7929227164054039,0.8363085378667477,0.8605138379832864,0.8009317144699413,0.7622231144000832,0.9002912977025388,0.9294728678519152,0.7345927702009859,0.8034326244353059,0.8002999719109246,0.8274629908383697,0.8582825066029256,0.7787976461653006,0.7930645928274762,0.9289700089609377,0.8328924996792009,0.9862430772150534,1.0,0.7646944593820921,0.7127131033706458,0.9378579803893224,0.7692797325252624,0.8670397938362526,0.8500064230647331,0.7720105990317184,0.2831820021098349,0.397972074528803,0.43881365208653206,0.1357811793952049,0.24186620006281828,0.17976016168945702,0.0,0.0,0.1859238622081653,0.036137978471544395,0.0,0.0,0.10464117914091309,0.007128319776465099,0.13861670116688632,0.0,0.0,0.0,0.08737416374343811,0.061373169648724225,0.11077116919822862,0.10235982321211223,0.052453983281958085,0.0,0.12741239141459054,0.11565576469420404,0.0,0.11239663431262123,0.0,0.0,0.0,0.0,0.10798239349886517,0.0,0.1330560162158831,0.0,0.27637790639088705,0.38773897620920533,0.0,0.0,0.16265982794647255,0.11177089519589947,0.14849922369039353,0.1809737673534506,0.8605334071903656,0.9294737310016759,0.8671421599872106,0.928973531093765,0.8275146934173045,0.0,0.0,0.0,0.8500059789543473,0.8485661668927217,0.0830622111763942,0.2303344286078785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2098970602775649,0.0663840951010615,0.09143929650097793,0.2785623179031158,0.0,0.0,0.0
warmth_race_black,0.682198378431701,0.4583444249322307,0.0,0.0,0.0,0.854218973810038,0.9336386580024205,0.9222647210148543,0.9410616048034053,0.931061252896241,0.9478298605266355,0.9260052571651087,0.8738156596669963,0.8226894022805743,0.845126488414289,0.9388870111294182,0.9397894550074494,0.8045488373759535,0.8970809414856437,0.8849657319394307,0.9002423136206047,0.8268663304409705,0.9085379215221511,0.7537371932840926,0.7646944593820921,1.0,0.7605428077434676,0.7904312717447342,0.9696017167855712,0.8113278803838389,0.7581461575307646,0.6881320113373572,0.306537200537107,0.19979036447617649,0.15648157698968693,0.0,0.1459417945815614,0.0,0.09671656233126606,0.0,0.0,0.08264876483713678,0.0,0.0,0.15556355724590837,0.0,0.0,0.0,0.1009265655229495,0.0,0.0,0.06102217802769604,0.12618092717021095,0.06266167251054919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3774313152132913,0.0,0.0,0.18123849561309235,0.0,0.11139505030036286,0.15754168216798717,0.23089479643316702,0.0,0.0,0.11154950371242514,0.03633478954738074,0.0,0.08619868342961583,0.18757831610882603,0.9310615919311976,0.8227821388801526,0.8113220339085678,0.826762476210537,0.8045348842204564,0.0,0.0,0.0,0.7582274200253541,0.7580375112271566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3013321345281464,0.0,0.0,0.0,0.0,0.0,0.0
